Station Names,Max Temp,Min Temp,Relative Humidity,Wind Speed,Bright Sunshine,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,inverse(Cloud Coverage),Station_Barisal,Station_Bhola,Station_Bogra,Station_Chandpur,Station_Chittagong (City-Ambagan),Station_Chittagong (IAP-Patenga),Station_Chuadanga,Station_Comilla,Station_Coxs Bazar,Station_Dhaka,Station_Dinajpur,Station_Faridpur,Station_Feni,Station_Hatiya,Station_Ishurdi,Station_Jessore,Station_Khepupara,Station_Khulna,Station_Kutubdia,Station_Madaripur,Station_Maijdee Court,Station_Mongla,Station_Mymensingh,Station_Patuakhali,Station_Rajshahi,Station_Rangamati,Station_Rangpur,Station_Sandwip,Station_Satkhira,Station_Sitakunda,Station_Srimangal,Station_Syedpur,Station_Sylhet,Station_Tangail,Station_Teknaf,ln(Rainfall),Rainfall
Dinajpur,35,25.4,84,0.8,5.184,365790.2,834718,25.63,88.66,37,0.263157895,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.620400866,276
Dinajpur,35,25.8,86,0.9,5.184,365790.2,834718,25.63,88.66,37,0.208333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.379897354,217
Dinajpur,36.1,25.3,84,0.8,5.184,365790.2,834718,25.63,88.66,37,0.277777778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.543294782,94
Dinajpur,37.5,25.4,84,0.6,5.184,365790.2,834718,25.63,88.66,37,0.277777778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86753445,130
Dinajpur,32.4,25.1,84,0.7,5.184,365790.2,834718,25.63,88.66,37,0.212765957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710427017,302
Dinajpur,32.4,25.1,84,0.7,5.184,365790.2,834718,25.63,88.66,37,0.212765957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710427017,302
Dinajpur,32.4,25.1,84,0.7,5.184,365790.2,834718,25.63,88.66,37,0.212765957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710427017,302
Dinajpur,32.4,25.1,84,0.7,5.184,365790.2,834718,25.63,88.66,37,0.212765957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710427017,302
Dinajpur,32.4,25.1,84,0.7,5.184,365790.2,834718,25.63,88.66,37,0.212765957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710427017,302
Dinajpur,32.4,25.1,84,0.7,5.184,365790.2,834718,25.63,88.66,37,0.212765957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710427017,302
Dinajpur,32.4,25.1,84,0.7,5.184,365790.2,834718,25.63,88.66,37,0.212765957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710427017,302
Dinajpur,32.4,25.2,84,0.7,5.184,365790.2,834718,25.63,88.66,37,0.212765957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710427017,302
Dinajpur,33,25.3,84,0.5,5.184,365790.2,834718,25.63,88.66,37,0.166666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.365976015,214
Dinajpur,35.5,25.1,80,0.5,5.184,365790.2,834718,25.63,88.66,37,0.217391304,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.099866428,164
Dinajpur,34,25,86,0.8,5.184,365790.2,834718,25.63,88.66,37,0.178571429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.768320996,320
Dinajpur,33.5,24.1,84,0.7,5.184,365790.2,834718,25.63,88.66,37,0.185185185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.210600077,498
Dinajpur,33.2,25.1,84,0.9,5.184,365790.2,834718,25.63,88.66,37,0.175438596,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.786897381,326
Dinajpur,33.6,24.5,85,1.4,5.184,365790.2,834718,25.63,88.66,37,0.166666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.613128106,274
Dinajpur,33.5,25.4,86,1,5.184,365790.2,834718,25.63,88.66,37,0.15625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.063785209,430
Dinajpur,35,25.6,82,0.8,5.184,365790.2,834718,25.63,88.66,37,0.196078431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.298317367,200
Dinajpur,33.5,24.7,89,0.9,3.3,365790.2,834718,25.63,88.66,37,0.172413793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.200509174,493
Dinajpur,36,25.2,86,1.3,5.7,365790.2,834718,25.63,88.66,37,0.185185185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.863631176,352
Dinajpur,34,25.1,90,0.8,3.7,365790.2,834718,25.63,88.66,37,0.175438596,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.472346295,647
Dinajpur,34.8,24.7,85,0.9,6.5,365790.2,834718,25.63,88.66,37,0.243902439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.180016654,483
Dinajpur,35,25.1,86,1,5,365790.2,834718,25.63,88.66,37,0.169491525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888877958,361
Dinajpur,35,25,81,0.7,6.4,365790.2,834718,25.63,88.66,37,0.227272727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.513428746,248
Dinajpur,35.5,24.6,85,0.7,4.2,365790.2,834718,25.63,88.66,37,0.172413793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.933423026,1026
Dinajpur,35.5,25.7,87,0.3,6.6,365790.2,834718,25.63,88.66,37,0.238095238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.655991811,286
Dinajpur,33.7,25.3,88,0.5,5.1,365790.2,834718,25.63,88.66,37,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.666426688,289
Dinajpur,35.5,25.7,87,0.4,3.9,365790.2,834718,25.63,88.66,37,0.222222222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.758901774,317
Dinajpur,34,25.2,88,0.6,3.4,365790.2,834718,25.63,88.66,37,0.196078431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.378426184,589
Dinajpur,35,25.1,87,0.5,4.7,365790.2,834718,25.63,88.66,37,0.188679245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.278114659,196
Dinajpur,35.5,25.6,87,0.5,4.9,365790.2,834718,25.63,88.66,37,0.178571429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.135564891,462
Dinajpur,36,25.3,84,0.6,6.6,365790.2,834718,25.63,88.66,37,0.212765957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17586727,481
Dinajpur,35,25.8,86,0.7,5.7,365790.2,834718,25.63,88.66,37,0.188679245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.438079309,230
Dinajpur,34,25.3,86,0.6,3.6,365790.2,834718,25.63,88.66,37,0.172413793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.533389489,253
Dinajpur,35.8,26.4,83,0.4,6.7,365790.2,834718,25.63,88.66,37,0.208333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.402677382,222
Dinajpur,35.4,25,85,1,5.4,365790.2,834718,25.63,88.66,37,0.178571429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.828945618,340
Dinajpur,34.8,25.7,86,0.8,3.9,365790.2,834718,25.63,88.66,37,0.166666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.455321115,234
Dinajpur,35,25.7,85,0.6,5.6,365790.2,834718,25.63,88.66,37,0.208333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.488937726,242
Dinajpur,35.6,26.2,82,1.4,6.3,365790.2,834718,25.63,88.66,37,0.212765957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.852030264,128
Dinajpur,34.2,25.9,84,1.6,5,365790.2,834718,25.63,88.66,37,0.192307692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.672828834,107
Dinajpur,36,26.1,84,1.7,5.9,365790.2,834718,25.63,88.66,37,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.564520407,261
Dinajpur,37,25.8,84,1.7,5.1,365790.2,834718,25.63,88.66,37,0.178571429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.855071922,349
Dinajpur,36.2,26,82,1.7,6.4,365790.2,834718,25.63,88.66,37,0.204081633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.204006687,182
Dinajpur,33.7,22.2,81,0.542592593,6.916,365790.2,834718,25.63,88.66,37,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.463831805,236
Dinajpur,34.4,23.1,82,0.542592593,6.916,365790.2,834718,25.63,88.66,37,0.37037037,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.010635294,150
Dinajpur,34.1,22.2,82,0.542592593,6.916,365790.2,834718,25.63,88.66,37,0.322580645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Dinajpur,34.4,23.4,83,0.542592593,6.916,365790.2,834718,25.63,88.66,37,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.442651256,85
Dinajpur,33.9,23.3,82,0.542592593,6.916,365790.2,834718,25.63,88.66,37,0.454545455,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.574710979,97
Dinajpur,36,21.9,81,0.542592593,6.916,365790.2,834718,25.63,88.66,37,0.416666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33220451,28
Dinajpur,33.3,20.8,81,0.542592593,6.916,365790.2,834718,25.63,88.66,37,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.610917913,37
Dinajpur,34.4,23.1,80,0.542592593,6.916,365790.2,834718,25.63,88.66,37,0.833333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.295836866,27
Dinajpur,36.1,21.6,83,0.542592593,6.916,365790.2,834718,25.63,88.66,37,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.398162702,221
Dinajpur,34.4,13.7,80,0.542592593,6.916,365790.2,834718,25.63,88.66,37,0.714285714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.343805422,77
Dinajpur,33.9,23.5,82,0.542592593,6.916,365790.2,834718,25.63,88.66,37,0.625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.343805422,77
Dinajpur,35.6,22.5,85,0.542592593,6.916,365790.2,834718,25.63,88.66,37,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.891644212,362
Dinajpur,37.2,22.5,78,0,6.916,365790.2,834718,25.63,88.66,37,0.909090909,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.526360525,34
Dinajpur,35,22.7,81,0,6.916,365790.2,834718,25.63,88.66,37,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65396035,105
Dinajpur,33.3,20.9,75,0,6.916,365790.2,834718,25.63,88.66,37,0.714285714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.951243719,52
Dinajpur,33.3,22.9,82,0.1,6.916,365790.2,834718,25.63,88.66,37,0.588235294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.220355825,185
Dinajpur,34.4,23.8,83,0.3,6.916,365790.2,834718,25.63,88.66,37,0.344827586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38907173,219
Dinajpur,33.9,22.7,81,0.2,6.916,365790.2,834718,25.63,88.66,37,0.588235294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.708050201,15
Dinajpur,32.2,21.6,81,0.6,6.916,365790.2,834718,25.63,88.66,37,0.625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.401197382,30
Dinajpur,32.8,23.6,82,0.3,6.916,365790.2,834718,25.63,88.66,37,1.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65396035,105
Dinajpur,32.5,22.1,77,0.5,6.916,365790.2,834718,25.63,88.66,37,0.476190476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.541263545,255
Dinajpur,33.3,22.5,78,0.1,6.916,365790.2,834718,25.63,88.66,37,1.111111111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.713572067,41
Dinajpur,32.9,23.1,81,0.5,6.916,365790.2,834718,25.63,88.66,37,0.416666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.871201011,48
Dinajpur,32.8,23.2,80,0.7,6.916,365790.2,834718,25.63,88.66,37,0.357142857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710427017,302
Dinajpur,37,22.2,80,0.1,6.916,365790.2,834718,25.63,88.66,37,0.833333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.951243719,52
Dinajpur,32,22.2,80,0.4,6.916,365790.2,834718,25.63,88.66,37,0.416666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.691347882,109
Dinajpur,32,22.2,80,0.4,6.916,365790.2,834718,25.63,88.66,37,0.416666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.691347882,109
Dinajpur,32,22.2,80,0.4,6.916,365790.2,834718,25.63,88.66,37,0.416666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.691347882,109
Dinajpur,32,22.2,80,0.4,6.916,365790.2,834718,25.63,88.66,37,0.416666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.691347882,109
Dinajpur,32,22.2,80,0.4,6.916,365790.2,834718,25.63,88.66,37,0.416666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.691347882,109
Dinajpur,32,22.2,80,0.4,6.916,365790.2,834718,25.63,88.66,37,0.416666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.691347882,109
Dinajpur,32,22.2,80,0.4,6.916,365790.2,834718,25.63,88.66,37,0.416666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.691347882,109
Dinajpur,31.9,22.3,80,0.4,6.916,365790.2,834718,25.63,88.66,37,0.416666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.691347882,109
Dinajpur,32.5,22.4,80,0.3,6.916,365790.2,834718,25.63,88.66,37,0.909090909,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Dinajpur,33.3,21.7,73,0.2,6.916,365790.2,834718,25.63,88.66,37,0.588235294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.737669618,42
Dinajpur,35.5,22.2,79,0.8,6.916,365790.2,834718,25.63,88.66,37,0.285714286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.176149733,177
Dinajpur,33.6,21.4,76,0.7,6.916,365790.2,834718,25.63,88.66,37,0.344827586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17438727,65
Dinajpur,33.8,22.7,75,0.7,6.916,365790.2,834718,25.63,88.66,37,0.357142857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.641907071,282
Dinajpur,30.8,20.7,79,0.8,6.916,365790.2,834718,25.63,88.66,37,0.277777778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.899897354,365
Dinajpur,33.6,22.9,76,0.7,6.916,365790.2,834718,25.63,88.66,37,0.3125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.718498871,112
Dinajpur,33.4,22.2,75,0.7,6.916,365790.2,834718,25.63,88.66,37,0.416666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.663439094,106
Dinajpur,33.8,22.8,82,0.5,8,365790.2,834718,25.63,88.66,37,0.37037037,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.406719247,82
Dinajpur,33.3,20.9,85,1.3,5.6,365790.2,834718,25.63,88.66,37,0.277777778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.262690189,193
Dinajpur,34.3,22,83,0.7,7.1,365790.2,834718,25.63,88.66,37,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36729583,29
Dinajpur,33.4,21.5,84,0.6,7.5,365790.2,834718,25.63,88.66,37,0.434782609,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33073334,76
Dinajpur,33.5,22.6,84,0.6,7.8,365790.2,834718,25.63,88.66,37,0.384615385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.158883083,64
Dinajpur,34.2,21.3,79,0.5,7.8,365790.2,834718,25.63,88.66,37,0.476190476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48863637,89
Dinajpur,33.5,22.3,81,0.3,8.2,365790.2,834718,25.63,88.66,37,0.37037037,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.343805422,77
Dinajpur,34,22.1,85,0.4,6.2,365790.2,834718,25.63,88.66,37,0.434782609,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.317488114,75
Dinajpur,33.4,20.9,82,0.3,6.8,365790.2,834718,25.63,88.66,37,0.625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,3
Dinajpur,34.8,24.3,87,0.4,6.2,365790.2,834718,25.63,88.66,37,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.940171253,380
Dinajpur,33.5,23.4,87,0.5,5,365790.2,834718,25.63,88.66,37,0.27027027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.455321115,234
Dinajpur,35,22.9,81,0.4,7.5,365790.2,834718,25.63,88.66,37,0.526315789,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.218875825,25
Dinajpur,34,23.4,85,0.4,6.6,365790.2,834718,25.63,88.66,37,0.27027027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.945420609,382
Dinajpur,34,22,82,0.3,9,365790.2,834718,25.63,88.66,37,0.454545455,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.025351691,56
Dinajpur,33,23.1,86,0.5,5.1,365790.2,834718,25.63,88.66,37,0.222222222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.940171253,380
Dinajpur,33.2,21.4,84,0.4,6.7,365790.2,834718,25.63,88.66,37,0.303030303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.799092654,330
Dinajpur,33.2,22.3,86,0.5,5.6,365790.2,834718,25.63,88.66,37,0.227272727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.646390515,770
Dinajpur,34.2,22.7,81,0.5,7.9,365790.2,834718,25.63,88.66,37,0.416666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.044522438,21
Dinajpur,35,23.1,83,0.5,7.1,365790.2,834718,25.63,88.66,37,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.931825633,51
Dinajpur,33.6,22.5,84,0.4,7.2,365790.2,834718,25.63,88.66,37,0.285714286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80666249,45
Dinajpur,34.7,22.4,81,1.4,7.6,365790.2,834718,25.63,88.66,37,0.344827586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.587248658,267
