,Station Names,Max Temp,Min Temp,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Rainfall,Station_Barisal,Station_Bhola,Station_Bogra,Station_Chandpur,Station_Chittagong (City-Ambagan),Station_Chittagong (IAP-Patenga),Station_Chuadanga,Station_Comilla,Station_Coxs Bazar,Station_Dhaka,Station_Dinajpur,Station_Faridpur,Station_Feni,Station_Hatiya,Station_Ishurdi,Station_Jessore,Station_Khepupara,Station_Khulna,Station_Kutubdia,Station_Madaripur,Station_Maijdee Court,Station_Mongla,Station_Mymensingh,Station_Patuakhali,Station_Rajshahi,Station_Rangamati,Station_Rangpur,Station_Sandwip,Station_Satkhira,Station_Sitakunda,Station_Srimangal,Station_Syedpur,Station_Sylhet,Station_Tangail,Station_Teknaf
6905,Dinajpur,31.5,18.6,82.0,0.4,2.0,7.6,41863,365790.2,834718.0,25.63,88.66,37,2001.11,53.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6906,Dinajpur,32.8,17.5,80.0,0.4,1.5,8.9,41863,365790.2,834718.0,25.63,88.66,37,2002.11,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6907,Dinajpur,31.0,17.1,81.0,0.3,0.8,7.2,41863,365790.2,834718.0,25.63,88.66,37,2003.11,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6908,Dinajpur,31.0,15.7,77.0,0.3,0.5,8.2,41863,365790.2,834718.0,25.63,88.66,37,2004.11,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6909,Dinajpur,31.0,16.3,82.0,0.3,0.6,8.9,41863,365790.2,834718.0,25.63,88.66,37,2005.11,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6910,Dinajpur,31.0,17.5,79.0,0.5,2.7,4.8,41863,365790.2,834718.0,25.63,88.66,37,2006.11,23.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6911,Dinajpur,31.8,17.7,76.0,0.4,1.3,8.7,41863,365790.2,834718.0,25.63,88.66,37,2007.11,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6912,Dinajpur,32.0,16.5,79.0,0.3,1.0,9.1,41863,365790.2,834718.0,25.63,88.66,37,2008.11,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6913,Dinajpur,32.8,17.1,78.0,1.4,1.8,6.9,41863,365790.2,834718.0,25.63,88.66,37,2009.11,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6914,Dinajpur,32.5,18.2,78.0,1.4,1.3,7.0,41863,365790.2,834718.0,25.63,88.66,37,2010.11,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6915,Dinajpur,31.0,16.5,77.0,1.4,1.0,7.2,41863,365790.2,834718.0,25.63,88.66,37,2011.11,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6916,Dinajpur,30.6,15.0,75.0,1.1,1.4,6.5,41863,365790.2,834718.0,25.63,88.66,37,2012.11,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6917,Dinajpur,30.6,15.1,78.0,1.8,1.2,7.7,41863,365790.2,834718.0,25.63,88.66,37,2013.11,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6918,Dinajpur,27.8,11.8,73.0,0.459259259,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1948.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6919,Dinajpur,28.1,8.9,76.0,0.459259259,0.1,6.392,41863,365790.2,834718.0,25.63,88.66,37,1949.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6920,Dinajpur,28.2,10.3,77.0,0.459259259,0.8,6.392,41863,365790.2,834718.0,25.63,88.66,37,1950.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6921,Dinajpur,29.8,10.9,72.0,0.459259259,0.1,6.392,41863,365790.2,834718.0,25.63,88.66,37,1951.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6922,Dinajpur,27.8,11.0,75.0,0.459259259,0.0,6.392,41863,365790.2,834718.0,25.63,88.66,37,1952.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6923,Dinajpur,28.9,13.5,77.0,0.459259259,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1953.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6924,Dinajpur,30.6,11.0,72.0,0.459259259,0.1,6.392,41863,365790.2,834718.0,25.63,88.66,37,1954.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6925,Dinajpur,28.9,10.7,73.0,0.459259259,0.1,6.392,41863,365790.2,834718.0,25.63,88.66,37,1955.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6926,Dinajpur,28.7,11.0,76.0,0.459259259,0.3,6.392,41863,365790.2,834718.0,25.63,88.66,37,1956.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6927,Dinajpur,30.0,11.8,76.0,0.459259259,0.5,6.392,41863,365790.2,834718.0,25.63,88.66,37,1957.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6928,Dinajpur,30.6,13.0,78.0,0.459259259,0.3,6.392,41863,365790.2,834718.0,25.63,88.66,37,1958.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6929,Dinajpur,27.8,11.9,74.0,0.459259259,0.1,6.392,41863,365790.2,834718.0,25.63,88.66,37,1959.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6930,Dinajpur,30.0,12.3,73.0,0.1,0.2,6.392,41863,365790.2,834718.0,25.63,88.66,37,1960.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6931,Dinajpur,27.8,9.3,76.0,0.0,1.1,6.392,41863,365790.2,834718.0,25.63,88.66,37,1961.12,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6932,Dinajpur,28.9,11.4,74.0,0.0,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1962.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6933,Dinajpur,28.9,13.0,77.0,0.0,0.2,6.392,41863,365790.2,834718.0,25.63,88.66,37,1963.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6934,Dinajpur,30.6,12.4,73.0,0.1,0.2,6.392,41863,365790.2,834718.0,25.63,88.66,37,1964.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6935,Dinajpur,28.4,12.2,73.0,0.2,0.9,6.392,41863,365790.2,834718.0,25.63,88.66,37,1965.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6936,Dinajpur,27.4,11.8,75.0,0.4,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1966.12,26.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6937,Dinajpur,27.8,12.1,78.0,0.2,0.3,6.392,41863,365790.2,834718.0,25.63,88.66,37,1967.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6938,Dinajpur,28.9,12.0,74.0,0.1,0.4,6.392,41863,365790.2,834718.0,25.63,88.66,37,1968.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6939,Dinajpur,27.8,12.8,76.0,0.1,0.5,6.392,41863,365790.2,834718.0,25.63,88.66,37,1969.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6940,Dinajpur,29.4,11.1,73.0,0.3,0.0,6.392,41863,365790.2,834718.0,25.63,88.66,37,1970.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6941,Dinajpur,27.2,11.7,75.0,0.4,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1971.12,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6942,Dinajpur,33.0,10.6,75.0,0.1,0.2,6.392,41863,365790.2,834718.0,25.63,88.66,37,1972.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6943,Dinajpur,27.4,11.8,75.0,0.4,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1973.12,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6944,Dinajpur,27.4,11.8,75.0,0.4,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1974.12,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6945,Dinajpur,27.4,11.8,75.0,0.4,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1975.12,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6946,Dinajpur,27.4,11.8,75.0,0.4,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1976.12,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6947,Dinajpur,27.4,11.8,75.0,0.4,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1977.12,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6948,Dinajpur,27.4,11.8,75.0,0.4,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1978.12,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6949,Dinajpur,27.4,11.8,75.0,0.4,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1979.12,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6950,Dinajpur,27.2,12.0,75.0,0.4,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1980.12,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6951,Dinajpur,27.3,11.9,75.0,0.5,2.0,6.392,41863,365790.2,834718.0,25.63,88.66,37,1981.12,44.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6952,Dinajpur,25.9,10.8,73.0,0.2,0.8,6.392,41863,365790.2,834718.0,25.63,88.66,37,1982.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6953,Dinajpur,27.5,10.4,72.0,0.4,1.2,6.392,41863,365790.2,834718.0,25.63,88.66,37,1983.12,32.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6954,Dinajpur,27.7,11.7,72.0,0.6,0.4,6.392,41863,365790.2,834718.0,25.63,88.66,37,1984.12,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6955,Dinajpur,28.0,12.6,69.0,0.5,1.2,6.392,41863,365790.2,834718.0,25.63,88.66,37,1985.12,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6956,Dinajpur,28.5,12.7,71.0,0.7,1.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1986.12,37.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6957,Dinajpur,28.3,13.1,71.0,0.6,0.7,6.392,41863,365790.2,834718.0,25.63,88.66,37,1987.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6958,Dinajpur,29.0,13.2,70.0,0.8,0.8,6.392,41863,365790.2,834718.0,25.63,88.66,37,1988.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6959,Dinajpur,28.0,10.8,79.0,0.7,1.1,7.1,41863,365790.2,834718.0,25.63,88.66,37,1989.12,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6960,Dinajpur,27.8,11.7,77.0,0.7,0.6,7.7,41863,365790.2,834718.0,25.63,88.66,37,1990.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6961,Dinajpur,27.8,11.8,81.0,1.0,1.7,6.3,41863,365790.2,834718.0,25.63,88.66,37,1991.12,44.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6962,Dinajpur,26.6,10.8,80.0,0.4,0.7,6.8,41863,365790.2,834718.0,25.63,88.66,37,1992.12,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6963,Dinajpur,29.5,12.8,78.0,0.5,1.1,7.4,41863,365790.2,834718.0,25.63,88.66,37,1993.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6964,Dinajpur,28.5,10.5,71.0,0.5,0.6,7.0,41863,365790.2,834718.0,25.63,88.66,37,1994.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6965,Dinajpur,28.0,12.3,75.0,0.2,0.7,7.0,41863,365790.2,834718.0,25.63,88.66,37,1995.12,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6966,Dinajpur,28.0,11.1,81.0,0.3,0.3,8.2,41863,365790.2,834718.0,25.63,88.66,37,1996.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6967,Dinajpur,28.4,12.9,86.0,0.4,2.6,5.6,41863,365790.2,834718.0,25.63,88.66,37,1997.12,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6968,Dinajpur,29.4,13.2,81.0,0.3,0.2,7.5,41863,365790.2,834718.0,25.63,88.66,37,1998.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6969,Dinajpur,29.2,13.3,80.0,0.3,0.2,8.5,41863,365790.2,834718.0,25.63,88.66,37,1999.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6970,Dinajpur,27.5,11.5,78.0,0.2,0.4,6.8,41863,365790.2,834718.0,25.63,88.66,37,2000.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6971,Dinajpur,27.2,12.6,85.0,0.4,0.2,6.4,41863,365790.2,834718.0,25.63,88.66,37,2001.12,53.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6972,Dinajpur,30.5,13.2,84.0,0.4,0.5,6.3,41863,365790.2,834718.0,25.63,88.66,37,2002.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6973,Dinajpur,27.6,12.9,82.0,0.3,1.3,6.9,41863,365790.2,834718.0,25.63,88.66,37,2003.12,31.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6974,Dinajpur,28.8,12.8,81.0,0.3,1.1,7.1,41863,365790.2,834718.0,25.63,88.66,37,2004.12,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6975,Dinajpur,27.8,12.2,78.0,0.3,0.6,9.3,41863,365790.2,834718.0,25.63,88.66,37,2005.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6976,Dinajpur,28.0,13.2,79.0,0.4,0.3,7.0,41863,365790.2,834718.0,25.63,88.66,37,2006.12,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6977,Dinajpur,27.5,11.9,78.0,0.4,0.5,5.7,41863,365790.2,834718.0,25.63,88.66,37,2007.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6978,Dinajpur,28.8,15.3,86.0,0.3,2.6,4.0,41863,365790.2,834718.0,25.63,88.66,37,2008.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6979,Dinajpur,27.6,12.3,84.0,1.2,0.6,4.3,41863,365790.2,834718.0,25.63,88.66,37,2009.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6980,Dinajpur,27.8,11.9,75.0,1.3,1.1,5.4,41863,365790.2,834718.0,25.63,88.66,37,2010.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6981,Dinajpur,30.0,12.1,82.0,1.6,1.1,5.3,41863,365790.2,834718.0,25.63,88.66,37,2011.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6982,Dinajpur,27.5,11.7,85.0,1.1,1.3,2.6,41863,365790.2,834718.0,25.63,88.66,37,2012.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6983,Dinajpur,29.0,12.3,81.0,1.8,0.7,3.6,41863,365790.2,834718.0,25.63,88.66,37,2013.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6984,Faridpur,27.8,11.9,91.0,0.7462962959999999,2.9,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1948.01,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6985,Faridpur,24.6,11.9,75.0,0.7462962959999999,0.8,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1949.01,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6986,Faridpur,25.3,11.8,80.0,0.7462962959999999,0.8,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1950.01,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6987,Faridpur,25.0,11.4,78.0,0.7462962959999999,0.7,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1951.01,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6988,Faridpur,26.6,12.0,81.0,0.7462962959999999,1.0,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1952.01,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6989,Faridpur,27.8,11.6,78.0,0.7462962959999999,1.6,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1953.01,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6990,Faridpur,27.4,10.4,78.0,0.7462962959999999,1.3,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1954.01,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6991,Faridpur,26.1,12.0,78.0,0.7462962959999999,2.2,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1955.01,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6992,Faridpur,27.7,11.9,76.0,0.7462962959999999,0.5,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1956.01,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6993,Faridpur,27.6,12.6,85.0,0.7462962959999999,1.9,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1957.01,52.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6994,Faridpur,29.9,13.2,75.0,0.7462962959999999,1.8,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1958.01,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6995,Faridpur,28.3,12.0,79.0,0.7462962959999999,1.8,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1959.01,24.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6996,Faridpur,26.3,11.6,72.0,0.5,1.4,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1960.01,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6997,Faridpur,28.6,12.8,77.0,0.5,2.1,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1961.01,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,Faridpur,27.4,10.4,73.0,0.5,0.8,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1962.01,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6999,Faridpur,26.7,11.0,73.0,0.4,0.8,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1963.01,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,Faridpur,29.4,9.0,72.0,0.4,0.9,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1964.01,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001,Faridpur,31.7,12.2,74.0,0.1,1.2,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1965.01,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7002,Faridpur,25.6,12.4,81.0,0.6,1.9,6.986206897000001,41929,483877.3,610719.3,23.61,89.84,9,1966.01,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
